2.7034	0.1825
2.7121	-0.3290
2.7208	3.2522e-3
2.7296	0.7602
2.7383	1.4493
2.7470	1.8844
2.7558	2.7515
2.7645	3.1557
2.7732	3.3013
2.7820	3.4015
2.7907	3.7417
2.7994	3.3824
2.8082	4.5417
2.8169	6.2704
2.8257	7.3198
2.8344	7.0883
2.8431	6.9765
2.8519	6.5863
2.8606	6.6997
2.8693	7.0363
2.8781	7.7761
2.8868	8.1575
2.8955	8.3006
2.9043	8.0029
2.9130	7.8339
2.9217	7.4539
2.9305	7.1260
2.9392	6.8523
2.9479	6.9971
2.9567	7.5475
2.9654	8.1057
2.9741	8.3437
2.9829	8.4545
2.9916	8.1728
3.0003	7.9645
3.0091	7.5411
3.0178	7.1731
3.0265	7.3189
3.0353	7.3884
3.0440	7.6632
3.0528	8.1646
3.0615	8.7762
3.0702	9.5436
3.0790	9.7436
3.0877	9.3639
3.0964	8.1863
3.1052	7.6130
3.1139	8.2751
3.1226	8.9544
3.1314	9.5414
3.1401	9.5017
3.1488	10.4119
3.1576	10.6711
3.1663	10.5267
3.1750	9.8807
3.1838	9.4083
3.1925	9.3024
3.2012	10.3263
3.2100	10.4843
3.2187	10.4508
3.2274	10.4895
3.2362	10.2516
3.2449	9.2801
3.2536	8.9437
3.2624	9.2616
3.2711	9.9468
3.2799	10.4145
3.2886	9.9462
3.2973	10.1375
3.3061	9.9333
3.3148	9.6461
3.3235	9.4501
3.3323	9.0101
3.3410	8.2512
3.3497	8.0007
3.3585	7.4966
3.3672	7.7549
3.3759	8.1469
3.3847	7.5007
3.3934	6.3339
3.4021	5.1308
3.4109	4.1181
3.4196	3.7431
3.4283	4.2893
3.4371	4.7228
3.4458	5.6276
3.4545	6.3022
3.4633	6.2767
3.4720	6.5003
3.4807	6.4336
3.4895	6.7275
3.4982	6.4011
3.5070	6.1067
3.5157	5.3562
3.5244	4.7562
3.5332	5.0366
3.5419	5.1666
3.5506	4.9403
3.5594	4.4103
3.5681	4.4905
3.5768	4.3137
3.5856	4.3800
3.5943	5.1045
3.6030	5.3386
3.6118	5.9586
3.6205	5.7707
3.6292	5.7858
3.6380	5.4370
3.6467	5.2082
3.6554	4.3896
3.6642	4.1047
3.6729	3.6848
3.6816	3.8133
3.6904	4.3434
3.6991	4.0433
3.7078	4.3955
