10	27.94484
10.02	23.83936
10.04	-0.26615
10.06	-4.37167
10.08	37.52281
10.1	13.41727
10.12	19.31172
10.14	7.20617
10.16	17.10061
10.18	-11.00495
10.2	10.88948
10.22	-11.21608
10.24	0.67835
10.26	-1.42721
10.28	10.46723
10.3	-3.63832
10.32	4.25613
10.34	-1.8494
10.36	18.04507
10.38	9.93955
10.4	15.83405
10.42	-8.27144
10.44	9.62309
10.46	-8.48236
10.48	-10.5878
10.5	21.30679
10.52	1.2014
10.54	5.09603
10.56	2.99069
10.58	12.88537
10.6	10.78008
10.62	2.67483
10.64	-1.4304
10.66	2.46441
10.68	10.35925
10.7	-3.74587
10.72	-23.85095
10.74	2.04401
10.76	9.939
10.78	5.83404
10.8	3.72912
10.82	-16.37575
10.84	-2.48057
10.86	1.41465
10.88	19.30993
10.9	-2.79475
10.92	27.10063
10.94	8.99607
10.96	-1.10844
10.98	-5.2129
11	4.68271
11.02	-7.42162
11.04	12.47411
11.06	4.3699
11.08	24.26576
11.1	2.16169
11.12	6.05768
11.14	-8.04625
11.16	-4.15012
11.18	-22.25391
11.2	3.64238
11.22	-6.46126
11.24	-0.56482
11.26	3.3317
11.28	7.22829
11.3	-8.87502
11.32	1.02174
11.34	2.91859
11.36	-1.18447
11.38	10.71255
11.4	-9.39033
11.42	-11.49312
11.44	-7.59582
11.46	-13.69843
11.48	2.19907
11.5	28.09665
11.52	11.99434
11.54	-8.10787
11.56	5.79002
11.58	-14.31198
11.6	9.58612
11.62	-2.51567
11.64	-6.61735
11.66	3.28107
11.68	35.17961
11.7	-18.92174
11.72	0.97703
11.74	0.87591
11.76	-7.22509
11.78	-1.32597
11.8	6.57327
11.82	2.47264
11.84	4.37212
11.86	-1.72826
11.88	6.17147
11.9	-9.92866
11.92	7.97134
11.94	-8.12853
11.96	-0.22827
11.98	7.67213
12	9.57266
12.02	5.47333
12.04	3.37414
12.06	-14.7249
12.08	-6.82381
12.1	-0.92257
12.12	8.97881
